kod;masco2020;keterangan
;351133;Pembantu Juruanalisis Sistem Komputer
;351134;Pengatur Program Komputer Gred 19
;351135;Penolong Jurutera PLC (Pengawal Logik Boleh Diprogram)
;351201;Juruteknik Meja Bantu Komputer
;351202;Juruteknik Sokongan Komputer Peribadi
;351203;Juruteknik Teknologi Maklumat
;351204;Operator Meja Bantu Komputer
;351205;Pembantu Kejuruteraan Komputer dan Komunikasi
;351206;Pembantu Komputer
;351207;Pembantu Komunikasi (ICT)
;351208;Pembantu Pangkalan Data
;351209;Pembantu Pengaturcaraan Komputer
;351210;Pembantu Perkhidmatan Komputer Pengguna
;351211;Pegawai Meja Bantu Pelanggan
;351212;Pengajar Pusat Panggilan
;351213;Penyelia Pusat Data
;351214;Pembantu Pusat Data
;351215;Juruteknik Sokongan Teknikal
;351216;Operator Wayarles Gred N19
;351217;Pembantu Teknikal
;351218;Juruteknik Sokongan Perisian Perakaunan
;351219;Juruteknik Analisis Kegagalan
;351301;Juruteknik Rangkaian Komputer
;351302;Juruteknik Rangkaian Sokongan
;351303;Juruteknik Keselamatan Rangkaian (ICT)
;351304;Juruteknik Keselamatan Sistem & Aplikasi ICT
;351305;Penolong Jurutera Rangkaian
;351306;Penolong Pegawai Keselamatan Sistem
;351401;Juruteknik Laman Web
;351402;Juruteknik Web
;351403;Juruanimasi Multimedia
;351404;Penolong Pereka Grafik
;351405;Juruteknik Seni dan Reka Bentuk
;351406;Penolong Kreatif
;352101;Juruaudio Visual Gred N19
;352102;Juruwayang Gambar
;352103;Operator Audio Visual
;352104;Pembantu Produksi (Media)
;352105;Pembantu Wayang Gambar
;352106;Juruteknik Kesan Bunyi
;352107;Pengadun Alih Suara
;352108;Pengadun Bunyi
;352109;Penyunting Bunyi
;352110;Jurutayang Pawagam
;352111;Pegawai Radio Kapal
;352112;Juruteknik Penyiaran
;352113;Juruteknik Peralatan Audio dan Video
;352114;Juruperalatan Penyiaran
;352115;Juruperalatan Penyiaran Radio dan Televisyen
;352116;Juruperalatan Radio Pangkalan Darat
;352117;Juruperalatan Radio Penerbangan
;352118;Juruperalatan Telekomunikasi
;352119;Juruperalatan Transmisi Radio dan Televisyen
;352120;Operator Peralatan Penyiaran
;352121;Jurukamera (Motion Picture)
;352122;Jurukamera (Video)
;352123;Juruvideografi
;352124;Penolong Jurutera Telekomunikasi
;352125;Penolong Editor
;352201;Juruteknik Kejuruteraan Aeroangkasa (Telekomunikasi)
;352202;Juruteknik Kejuruteraan Telekomunikasi
;352203;Juruteknik Komunikasi
;352204;Juruteknik Telekomunikasi
;361101;Pekerja Sosial
;361102;Pekerja Sosial, Kerja Berkumpulan
;361103;Pegawai Kebajikan, lndustri
;361104;Pegawai Kebajikan, Perunding Cara
;361105;Pegawai Parol, Profesional Bersekutu
;361106;Pegawai Perunding Cara, Profesional Bersekutu
;361107;Pegawai Perancang Keluarga
;361108;Pekerja Kebajikan Sosial
;361109;Pekerja Kebajikan Sosial, Kerja Kes
;361110;Pekerja Sosial, Kebajikan Kanak-Kanak
;361111;Pekerja Sosial, Masalah Remaja
;361112;Pekerja Sosial, Masyarakat
;361113;Pekerja Sosial, Perubatan
;361114;Pekerja Sosial, Psikiatri
;361115;Penganjur Kebajikan
;361116;Pembantu Kaunselor
;361117;Pekerja Pembangunan Masyarakat
;361118;Pekerja Perkhidmatan Masyarakat
;361119;Pegawai Perkhidmatan Hilang Upaya
;361120;Pekerja Perkhidmatan Keluarga
;361121;Pengajar Kemahiran Hidup
;361122;Pekerja Kesihatan Mental
;361123;Pekerja Sokongan Kebajikan
;361124;Penyelia Perlindungan Wanita
;361125;Pekerja Belia
;361126;Penolong Pegawai Penyelidik Sosial Gred N29
;361127;Penolong Pegawai Pembangunan Masyarakat Gred S29
;361128;Penolong Pegawai Psikologi Gred S29
;361129;Penolong Pegawai Antidadah Gred S29
;361130;Penolong Pegawai Eksekutif (Psikologi) Gred 31
;361131;Pemaju Masyarakat Pendidikan Kemahiran Jahitan
;361132;Pemaju Masyarakat Pendidikan Kemahiran Masakan
;361201;Sami
;361202;Biarawan
;361203;Pendakwah
;361204;Bilal
;361205;Faith Healer
;361206;Penolong Pegawai Hal Ehwal Islam Gred S29
;361207;Mutawif/Mutawifah
;362101;Ahli Sukan
;362102;Atlet
;362103;Peninju
;362104;Pemain Bola Sepak
;362105;Pemain Hoki
;362106;Pemain Tenis
;362107;Ahli Gusti
;362108;Pemain Catur
;362109;Pemain Golf
;362110;Penungggang Kuda Lumba
;362111;Pemandu Perlumbaan
;362112;Pemain e-Sukan
;362201;Penolong Pegawai Belia dan Sukan Gred S29
;362202;Pegawai Sukan
;362203;Pengadil
;362204;Jurulatih Sukan
;362205;Jurulatih Senamrobik
;362206;Jurulatih Judo
;362207;Jurulatih Karate
;362208;Jurulatih Silat
;362209;Jurulatih Taekwando
;362210;Jurulatih Tenis
;362211;Jurulatih Tai-Chi
;362212;Jurulatih Yoga
;362213;Jurulatih Renang
;362214;Jurulatih, Pengajar dan Pegawai Sukan Lain (Dalaman)
;362215;Jurulatih, Pengajar dan Pegawai Sukan Lain (Luaran)
;362216;Pengajar Sukan
;362217;Pengajar dan Penyelaras Latihan Berkumpulan
;362218;Penjaga Garisan
;362219;Pengajar Renang
;362220;Jurulatih Am
;362221;Pengajar Am
;362222;Penolong Pegawai Kesatria Gred S29
;362301;Pengajar Kecergasan Fizikal
;362302;Pengajar Biliard
;362303;Pengajar Catur
;362304;Pengajar Pelayaran
;362305;Pengajar Tunggang Kuda
;362306;Pemandu Aktiviti Lasak
;362306;Penyelia Rumah Kelab
;362308;Pelatih Persendirian
;362309;Pengajar Aerobik
;362310;Pengajar Penyelam
;362311;Pengajar Kecergasan
;362312;Ketua Selam
;362313;Pelatih Profesional
;363101;Pembantu Tadbir (Ahli Fotografi) Gred 21
;363102;Jurugambar
;363103;Jurugambar llustrasi Komersil
;363104;Jurugambar Akhbar
;363105;Jurugambar Serita
;363106;Wartawan Gambar
;363107;Jurugambar Udara
;363108;Mikrofotografer
;363109;Jurugambar Mikrofotografi
;363110;Jurugambar Perubatan
;363111;Jurugambar Saintifik
;363112;Jurugambar Komersil
;363113;Jurugambar lndustri
;363114;Jurugambar Potret
;363115;Jurufotografi Gred B19
;363116;Jurufotografi Gred B29
;363117;Jurufotografi Gred B21
;363118;Jurufotografi Gred B25
;363119;Jurufotografi Gred B31
;363120;Jurufotografi Gred B37
;363121;Jurufotografi Gred B39
;363201;Pereka Gred B19
;363202;Pereka Hiasan Dalaman
;363203;Pereka Perabot
;363204;Pereka Poster
;363205;Artis Desktop Publishing
;363206;llustrator Buku
;363207;llustrator Pengiklanan
;363208;Artis Pameran
;363209;Juruhias Pameran
;363210;Pedagang Alatan Visual
;363211;Pereka Lambang
;363212;Pereka Pameran
;363213;Pereka Pameran Jendela Pamer
;363214;Pereka Pemandangan
;363215;Pereka Pertunjukan
;363216;Juruhias Dalaman
;363217;Pereka Kerja Logam Perhiasan
;363218;Juruhias Set Wayang Gambar
;363219;Pereka Set Teater
;363220;Penggubah Bunga
;363221;Juruteknik Ukiran
;363222;Pereka Set
;363223;Window Dresser
;363224;Pereka Gred B21
;363225;Pereka Gred B25
;363226;Pereka Gred B29
;363227;Pereka Gred B31
;363228;Pereka Gred B37
;363229;Eksekutif Fit Out
;363301;Pembantu Arkib Gred S19
;363302;Pembantu Pemuliharaan Gred S19
;363303;Pembantu Muzium Gred S19
;363304;Juruteknik Galeri
;363305;Juruteknik Perpustakaan
;363306;Juruteknik Muzium
;363307;Penolong Pegawai Arkib Gred S29
;363308;Penolong Kurator Gred S29
;363309;Penolong Pustakawan Gred S29
;363310;Penolong Pegawai Eksekutif (Perpustakaan) Gred 6
;363311;Penolong Eksekutif Perpustakaan
;363312;Penolong Pegawai Eksekutif Perpustakaan
;363313;Penolong Pegawai Eksekutif (Perpustakaan) Gred 31
;363314;Pemaju Masyarakat Pusat Sumber Gred S19
;363401;Ahli Muzik Gred B19
;363402;Artis Budaya Gred B19
;363403;Ahli Muzik Gred B29
;363404;Artis Budaya B29
;363405;Pegawai Kebudayaan Gred B19
;363406;Pegawai Kebudayaan Gred B29
;363407;Penerbit Rancangan Gred B19
;363408;Juruteknik Kesan Khas
;363409;Jurukamera Cahaya
;363410;Penyelaras Program (Penyiaran)
;363411;Pembantu lngat
;363412;Master Hartanah (Penyiaran)
;363413;Tukang Skrip
;363414;Juruteknik Pentas
;363415;Penyelaras Stunt
;363416;Artis Stunt
;363417;Juruteknik Teater
;363418;Penerbit Rancangan Gred B21
;363419;Penerbit Rancangan Gred B25
;363420;Penerbit Rancangan Gred B29
;363421;Penerbit Rancangan Gred B31
;363422;Penerbit Rancangan Gred B37
;363423;Ahli Muzik Gred B21
;363424;Ahli Muzik Gred B25
;363425;Ahli Muzik Gred B31
;363426;Ahli Muzik Gred B37
;363427;Pegawai Kebudayaan Gred B21
;363428;Pegawai Kebudayaan Gred B25
;363429;Pegawai Kebudayaan Gred B31
;363430;Pegawai Kebudayaan Gred B37
;363431;Artis Budaya B21
;363432;Artis Budaya B25
;363433;Artis Budaya B31
;363434;Artis Budaya B37
;363435;Artis Budaya B39
;363436;Tukang Karut (Dikir Barat)
;363437;Penyelaras Program 
;363438;Penolong Pengeluar
;3639;PROFESIONAL BERSEKUTU KESENIAN DAN KEBUDAYAAN YANG TIDAK DIKELASKAN DI MANA-MANA
;364101;Sous Chef
;364102;Chef De Partie
;364103;Jurumasak Kanan
;364104;Jurumasak
;364105;Jurumasak Barbeque
;364106;Jurumasak Dim Sum
;364107;Jurumasak Masakan Melayu
;364108;Jurumasak Pastri
;364109;Penyedia Hidangan
;364110;Penyelaras Dapur
;364111;Saucier
;364112;Penolong Jurumasak
;364113;Penolong Jurumasak Dim Sum
;364114;Penolong Jurumasak Eksekutif
;364115;Eksekutif Sous Chef
;364116;Penolong Eksekutif Penyedia Makanan
;364117;Penolong Pegawai Penyediaan Makanan Gred C29
;371101;lnspektor Kastam
;371102;lnspektor Kastam dan Sempadan
;371103;lnspektor Sempadan
;371104;Pegawai Pemeriksaan Pasport
;371105;Penolong Penguasa Kastam Gred WK29
;371106;Penolong Penguasa lmigresen KP29
;371201;Penolong Pegawai Eksekutif (Penaksiran) Gred 31
;371202;Penolong Pegawai Eksekutif Penaksiran
;371301;Penolong Pegawai Tuntutan Keselamatan Sosial
;371401;lnspektor Pelesenan
;371402;Penolong Pegawai Penguatkuasa Gred KP29
;371403;Penolong Pegawai Eksekutif (Penguatkuasaan) Gred L8
;371501;lnspektor Polis
;371502;Detektif Polis
;371503;Pegawai Polis
;371504;Ejen Pertanyaan Polis
;371505;Pegawai Patrol Polis
;371506;Detektif Persendirian
;371507;Penyiasat Persendirian
;371601;lnspektor Perkhidmatan Awam
;371602;lnspektor Pentadbiran Kerajaan
;371603;Pegawai RELA
;371604;Askar Wataniah
;371605;Penolong Pegawai Pertahanan Awam Gred KP29
;371606;Penolong Pegawai Keselamatan Gred KP29
;371607;Penolong Pegawai Eksekutif (Keselamatan) Gred 31
;371901;Pegawai Lain-lain Pangkat Penguat Kuasa Maritim Gred T5
;371902;lnspektor Harga
;371903;lnspektor Kebakaran dan Keselamatan
;371904;lnspektor Timbang dan Sukat
;371905;lnspektor Upah
;371906;Pegawai Pusat Pengundian
;371907;lnspektor Pertanian
;371908;lnspektor Penternakan
;371909;lnspektor Hutan
;371910;Algojo
;371911;Penolong Penguasa Bomba Gred KB29
;371912;Penolong Penguasa Penjara Gred KA29
;371913;Penolong Pegawai Siasatan Gred P29
;371914;Penolong Pegawai Siasatan Gred P31
;371915;Penolong Pegawai Siasatan Gred P37
;371916;Penolong Pegawai Perhubungan Perusahaan Gred S29
;371917;Penolong Pegawai Pendaftaran Gred KP29
;411101;Pembantu Tadbir (Perkeranian/Operasi) Gred N19
;411102;Pembantu Pentadbir Tanah Gred NT19
;411103;Pembantu Tadbir (Pereka) Gred 21
;411104;Pembantu Tadbir (Perkeranian) Gred 21
;411105;Pembantu Tadbir (Kejuruteraan) Gred 21
;411106;Pembantu Eksekutif (Pentadbiran dan Sokongan) Gred 3
;411107;Pembantu Eksekutif (Kejuruteraan) Gred 3
;411108;Pembantu Eksekutif (Perkeranian) Gred L11
;411109;Kerani Am Pejabat
;411110;Kerani Pejabat
;411111;Kerani Pentadbiran
;411112;Kerani Perkhidmatan Bilik
;411113;Kerani Sulit
;411114;Kerani Surat-Menyurat
;411115;Ketua Kerani
;411116;Ketua Pejabat
;411117;Pembantu Pentadbiran
;411118;Pembantu Tadbir Am
;411119;Pembantu Tadbir Seni Reka
;411120;Pembantu Am Seni Reka (pereka)
;411121;Kerani Pentadbiran Gred K1
;411122;Pembantu Pentadbiran, Industri Halal
;411123;Pembantu Pejabat
;411124;Pekerja Sambilan Harian (Awam)
;411125;Pembantu Eksekutif (Ekonomi) Gred 3
;411126;Pembantu Ehwal Ekonomi Gred E19
;411127;Pegawai Kerani Gred 14
;411128;Pembantu Penyelaras
;412101;Setiausaha Pejabat Gred N29
;412102;Pembantu Setiausaha Pejabat Gred N19
;412103;Pembantu Tadbir (Kesetiausahaan) Gred 21
;412104;Pembantu Eksekutif (Kesetiausahaan) Gred 3
;412105;Pembantu Tadbir Kesetiausahaan
;412106;Pembantu Pentadbiran (Kesetiausahaan)
;412107;Setiausaha
;412108;Setiausaha Sulit
;412109;Setiausaha Trengkas
;412110;Setiausaha Jualan
;412111;Setiausaha Sekolah
;412112;Pembantu Setiausaha Pejabat
;412113;Setiausaha/Pembantu Setiausaha Gred 19
;413101;Jurutaip
;413102;Jurutrengkas
;413103;Jurutaip Audio
;413104;Pembantu Am Jurutaip
;413105;Pentranskripsi
;413106;Pengesah Pengecaman Aksara Optik (OCR) 
;413201;Kerani Indeks
;413202;Kerani Rekod
;413203;Pembantu Am Sistem Maklumat (Operator Mesin Prosesan Data)
;413204;Kerani Kemasukan Data Komputer
;413205;Operator Kemasukan Data
;413206;Kerani Kemasukan Bayaran
;413207;Kerani Teknologi Maklumat
;413208;Kerani Sistem Maklumat Pengurusan
;413209;Kerani Kemasukan Data
;413210;Kerani Sistem
;413211;Pelabel Data dan Media
;421101;Kerani Pos
;421102;Juruwang Bank
;421103;Kerani Kaunter Wang Tunai
;421104;Pengurup Wang
;421105;Kerani Deposit Selamat
;421106;Kerani Bank
;421107;Pembantu Bank
;421108;Kerani Kaunter Pejabat Pos
;421201;Kerani Kaunter Pertaruhan
;421202;Kerani Penerima Taruhan
;421203;Krupier
;421204;Kerani Kasino
;421301;Broker Gadaian
;421302;Pemberi Pinjam Wang
;421401;Pemungut Bayaran
;421402;Pemungut Bil
;421403;Pemungut Derma
;421404;Pemungut Hutang
;421405;Pemungut Sewa
;421406;Kerani Sewa
;421407;Kerani Sewa Kenderaan Berat
;421408;Kerani Sewa Kereta
;422101;Perunding Pelancongan
;422102;Penyelaras Pelancongan
;422103;Kerani Agensi Pelancongan
;422104;Kerani Tempahan
;422105;Kerani Pelancongan 
;422106;Kerani Pengeluaran Tiket Perjalanan
;422107;Kerani Pelancongan Penerbangan
;422201;Pembantu Penerangan Gred S19
;422202;Kerani Janji Temu
;422203;Penyelia Perkhidmatan Pelanggan
;422204;Kerani Pusat Panggilan
;422205;Pembantu Perkhidmatan Pelanggan
;422206;Ejen Pusat Panggilan (Perkhidmatan Pelanggan)
;422207;Kerani Pusat Perhubungan Informasi Pelanggan
;422301;Operator Perkhidmatan Telekomunikasi
;422302;Operator Telefon Ibu Sawat Cawangan Persendirian
;422303;Operator Telefon Ibu Sawat Telefon
;422304;Telefonis
;422305;Penyelia Perkhidmatan Telekomunikasi
;422306;Pembantu Am (Operator Telefon)
;422307;Operator Perkhidmatan Menjawab Telefon
;422308;Operator Telefon
;422401;Penyambut Tetamu
;422402;Penyambut Tetamu Perubatan
;422403;Penyambut Tetamu Pergigian
;422404;Penyambut Tetamu Telefon
;422405;Penyambut Tetamu Pejabat Depan
;422406;Pembantu Pejabat Depan
;422407;Penyelia Pejabat Depan
;422408;Personel Pejabat Depan
;422409;Ejen Perkhidmatan Tetamu
;422410;Penyambut Tetamu Hotel
;422411;Kerani Kaunter Depan, Hotel
;422412;Pembantu Tempahan
;422413;Penyelia Tempahan
;422414;Concierge
;422415;Ketua, Concierge
;422416;Penolong Penyelia Pejabat Depan
;422417;Pembantu Perkhidmatan Tetamu
;422418;Ejen Tempahan
;422501;Pembantu Tadbir (Khidmat Pelanggan) Gred 21
;422502;Pegawai Khidmat Pelanggan Gred N19
;422503;Kerani Aduan Pelanggan
;422504;Kerani Pertanyaan
;422505;Kerani Maklumat
;422506;Pegawai Khidmat Pelanggan Gred 14
;422601;Penemuduga Penyelidikan Pasaran
;422602;Penemuduga Tinjauan
;422901;Kerani Kemasukan Hospital
;422902;Penemu Duga Kelayakan
;422903;Pakar Kelayakan
;431101;Pembantu Tadbir (Perakaunan) Gred 21
;431102;Pembantu Eksekutif (Perakaunan) Gred 3
;431103;Kerani Lejar
;431104;Kerani Mesin Simpan Kira
;431105;Kerani Simpan Kira
;431106;Penyimpan Kira Lejar
;431107;Kerani Akaun
;431108;Kerani Akaun Belum Bayar
;431109;Kerani Akaun Belum Terima
;431110;Kerani Akaun dan Promosi
;431111;Kerani Invois
;431112;Kerani Lelong
;431113;Kerani Pentadbiran dan Perakaunan
;431114;Kerani Audit
;431115;Kerani Kawalan Kredit
;431116;Kerani Kredit
;431117;Pembantu Kawalan Kredit
;431118;Kerani Bil
;431119;Kerani Harta
;431120;Kerani Kos
;431121;Kerani Taksiran
;431122;Kerani Pengiraan Kos
;431123;Kerani Tunai Pejabat
;431124;Pembantu Kos
;431125;Pembantu Akauntan Gred W19
;431126;Pembantu Juruaudit Gred W19
;431127;Pembantu Tadbir (Pengauditan) Gred 21
;431128;Pembantu Eksekutif (Pengauditan) Gred 3
;431129;Pembantu Kewangan
;431130;Pembantu Akaun
;431131;Pembantu Tadbir Pengauditan
;431132;Pembantu Juruteknik Audit Tenaga
;431133;Penyimpan Akaun Gred 14
;431134;Pembantu Pematuhan
;431201;Pembantu Tadbir (Kewangan) Gred W19
;431202;Pembantu Eksekutif (Kewangan) Gred 3
;431203;Kerani Perangkaan
;431204;Penghitung Data Sosial dan Ekonomi
;431205;Penghitung Lapangan
;431206;Penghitung Pendapat Umum
;431207;Penghitung Penyelidikan Pasaran
;431208;Kerani Penajajaminan Insurans
;431209;Kerani Tuntutan
;431210;Pembantu Penyelia Insurans Penaja Jaminan
;431211;Pembantu Pelarasan Insurans
;431212;Pembantu Penaja Jaminan Insurans
;431213;Pembantu Polisi Insurans
;431214;Pembantu Tuntutan Insurans
;431215;Kerani Kewangan
;431216;Kerani Aktuari
;431217;Kerani Broker Saham
;431218;Kerani Insurans
;431219;Kerani Cukai
;431220;Kerani Pelaburan
;431221;Kerani Pelarasan
;431222;Kerani Pembrokeran
;431223;Kerani Pendaftaran Saham dan Stok
;431224;Kerani Perkadaran
;431225;Pembantu Broker
;431226;Kerani Bon
;431227;Kerani Cagaran
;431228;Kerani Gadai Janji
;431229;Kerani Rumah Penjelasan Perbankan
;431230;Kerani Kewangan Gred K1
;431231;Pembantu Perangkaan Gred E19
;431232;Pembantu Matematik
;431233;Pembantu Aktuari
;431234;Pembantu E-Dagang
;431235;Pembantu Pajakan
;431301;Kerani Gaji
;431302;Kerani Upah
;431303;Pembayar Gaji
;431304;Pemproses Gaji
;432101;Kerani Bahan Mentah
;432102;Kerani Bekalan
;432103;Kerani Gudang
;432104;Kerani Penerimaan
;432105;Kerani Penghantaran dan Penerimaan
;432106;Kerani Stor
;432107;Kerani Stor Bahan Mentah
;432108;Pekerja Stok
;432109;Pembantu Gudang
;432110;Pembantu Penerimaan Stor
;432111;Pembantu Stor
;432112;Pengawal Stor
;432113;Penjaga Stor
;432114;Penjaga Stor Bahan
;432115;Penjaga Stor Barangan Siap
;432116;Penyelaras Stor
;432117;Kerani Kawalan Stok
;432118;Kerani Kawalan Makanan dan Minuman
;432119;Kerani Stok
;432120;Kerani Stok Ladang
;432121;Kerani Stok Rekod
;432122;Kerani Timbangan
;432123;Pengawal Keselamatan Penimbang
;432124;Kerani Perkapalan
;432125;Kerani Pemeriksa Barang
;432126;Kerani Bekalan Linen Hotel dan Penginapan
;432127;Kerani Dapur Hotel
;432128;Kerani Inventori
;432129;Kerani Pembelian Inventori
;432130;Kerani Angkut Barang
;432131;Kerani Angkut Barang Laluan
;432132;Kerani Angkut Barang Penghantaran
;432133;Kerani Angkut Barang Terimaan
;432134;Kerani Angkut Barang Trafik
;432135;Kerani Kargo
;432136;Kerani Import-Eksport
;432137;Kerani Penggredan
;432138;Kerani Bilik Stor
;432139;Penyelenggara Stor Gred K1
;432140;Jurumovan Gred K1
;432141;Kerani Pembelian, Pemprosesan Daging Halal
;432142;Pembantu Penjaga Stor
;432201;Kerani Pengeluaran
;432202;Kerani Kawalan Pengeluaran
;432203;Kerani Operasi
;432204;Kerani Ladang
;432205;Kerani Kejuruteraan
;432206;Kerani Kualiti dan Ekologi
;432207;Kerani Pejabat Kilang
;432208;Kerani Pembalakan
;432209;Kerani Pembelian Perolehan
;432210;Kerani Pembungkusan
;432211;Kerani Pemerolehan
;432212;Kerani Pengurusan Pesanan
;432213;Kerani Pentadbiran Pengeluaran
;432214;Kerani Penyelenggaraan
;432215;Kerani Penyelenggaraan Motor
;432216;Kerani Penyelidikan Makanan dan Minuman
;432217;Kerani Perancangan Bahan
;432218;Kerani Pesanan Bahan
;432219;Penyelaras Tapak Pengeluaran
;432220;Kerani Perkakas
;432221;Kerani Perkhidmatan
;432222;Kerani Tapak
;432223;Kerani Loji Janakuasa
;432224;Kerani Perancangan Pengeluaran
;432225;Kerani Juruteknik
;432226;Kerani Penyelenggara Kemudahan Prasarana
;432227;Kerani Teknikal
;432228;Kerani Jaminan Kualiti
;432229;Kerani Kawalan Kuantiti
;432230;Kerani Jadual (Bahan)
;432231;Pembantu Jaminan Mutu Gred K1
;432232;Pembantu Jaminan Mutu 
;432301;Kerani Logistik
;432302;Kerani Pengangkutan
;432303;Kerani Tuntutan Pengangkutan
;432304;Kerani Kawalan, Kereta api
;432305;Kerani Kawalan, Perkhidmatan Kereta api
;432306;Kerani Penghantaran, Kereta api
;432307;Kerani Penghantaran, Landasan Kereta api
;432308;Penjaga Yard Kereta api
;432309;Inspektor, Perkhidmatan Pengangkutan Jalan
;432310;Inspektor Perkhidmatan Bas
;432311;Kerani Kawalan, Perkhidmatan Pengangkutan Jalan
;432312;Kerani Penghantaran, Bas
;432313;Kerani Penghantaran, Pengangkutan Jalan
;432314;Kerani Penghantaran, Trak
;432315;Kerani Operasi Pengangkutan Udara
;432316;Kerani Operasi Penerbangan
;432317;Kerani Penghantaran, Pengangkutan Udara
;432318;Kerani Trafik
;432319;Kerani Kawalan Perkhidmatan Pengangkutan Udara
;432320;Kerani Penghantaran, Pesawat
;432321;Jurudermaga
;432322;Kerani Perkapalan dan Pembelian
;432323;Pegawai Feri
;432324;Pengawal Apungan
;432325;Kerani Kawalan, Perkhidmatan Pengangkutan Laut
;432326;Kerani Penghantaran, Bot
;432327;Kerani Penghantaran, Saluran Paip Gas
;432328;Kerani Penghantaran, Saluran Paip Minyak
;432329;Koordinator Perkapalan
;432330;Kerani Penghantaran (Perkhidmatan Pengangkutan)
;432331;Inspektor Perkeranian Perkhidmatan Pengangkutan Kereta Api
;432332;Kerani Pengangkutan Barangan Kereta Api
;432333;Pegawai Tuntutan Kereta Api
;432334;Pengawal Perkeranian Perkhidmatan Kereta Api
;441101;Pembantu Tadbir (Perpustakaan) Gred 21
;441102;Pembantu Eksekutif (Perpustakaan) Gred 3
